Stratum,Area,Transect,Length,Lake,LakeCode
30-40,5883,Transect11,2476,Owikeno,228
30-40,5883,Transect12,1507,Owikeno,228
30-40,5883,Transect13,1760,Owikeno,228
40-50,5691,Transect1,1551,Owikeno,228
40-50,5691,Transect2,1664,Owikeno,228
40-50,5691,Transect3,1813,Owikeno,228
40-50,5691,Transect4,1682,Owikeno,228
40-50,5691,Transect5,1550,Owikeno,228
40-50,5691,Transect6,1647,Owikeno,228
40-50,5691,Transect7,1447,Owikeno,228
40-50,5691,Transect8,1828,Owikeno,228
40-50,5691,Transect9,1800,Owikeno,228
40-50,5691,Transect10,1868,Owikeno,228
40-50,5691,Transect11,2447,Owikeno,228
40-50,5691,Transect12,1461,Owikeno,228
40-50,5691,Transect13,1724,Owikeno,228
50-60,5514,Transect1,1521,Owikeno,228
50-60,5514,Transect2,1613,Owikeno,228
50-60,5514,Transect3,1776,Owikeno,228
50-60,5514,Transect4,1656,Owikeno,228
50-60,5514,Transect5,1521,Owikeno,228
50-60,5514,Transect6,1614,Owikeno,228
50-60,5514,Transect7,1447,Owikeno,228
50-60,5514,Transect8,1828,Owikeno,228
50-60,5514,Transect9,1800,Owikeno,228
50-60,5514,Transect10,1868,Owikeno,228
50-60,5514,Transect11,2447,Owikeno,228
50-60,5514,Transect12,1461,Owikeno,228
50-60,5514,Transect13,1724,Owikeno,228
60-70,5357,Transect1,1487,Owikeno,228
60-70,5357,Transect2,1559,Owikeno,228
60-70,5357,Transect3,1741,Owikeno,228
60-70,5357,Transect4,1628,Owikeno,228
60-70,5357,Transect5,1490,Owikeno,228
60-70,5357,Transect6,1632,Owikeno,228
60-70,5357,Transect7,1447,Owikeno,228
60-70,5357,Transect8,1828,Owikeno,228
60-70,5357,Transect9,1800,Owikeno,228
60-70,5357,Transect10,1868,Owikeno,228
60-70,5357,Transect11,2447,Owikeno,228
60-70,5357,Transect12,1461,Owikeno,228
60-70,5357,Transect13,1724,Owikeno,228
70-80,5220,Transect1,1450,Owikeno,228
70-80,5220,Transect2,1525,Owikeno,228
70-80,5220,Transect3,1712,Owikeno,228
70-80,5220,Transect4,1603,Owikeno,228
70-80,5220,Transect5,1461,Owikeno,228
70-80,5220,Transect6,1661,Owikeno,228
70-80,5220,Transect7,1447,Owikeno,228
70-80,5220,Transect8,1828,Owikeno,228
70-80,5220,Transect9,1800,Owikeno,228
70-80,5220,Transect10,1868,Owikeno,228
70-80,5220,Transect11,2447,Owikeno,228
70-80,5220,Transect12,1461,Owikeno,228
70-80,5220,Transect13,1724,Owikeno,228
80-90,5081,Transect1,1421,Owikeno,228
80-90,5081,Transect2,1501,Owikeno,228
80-90,5081,Transect3,1687,Owikeno,228
80-90,5081,Transect4,1577,Owikeno,228
80-90,5081,Transect5,1427,Owikeno,228
80-90,5081,Transect6,1650,Owikeno,228
80-90,5081,Transect7,1447,Owikeno,228
80-90,5081,Transect8,1828,Owikeno,228
80-90,5081,Transect9,1800,Owikeno,228
80-90,5081,Transect10,1868,Owikeno,228
80-90,5081,Transect11,2447,Owikeno,228
80-90,5081,Transect12,1461,Owikeno,228
80-90,5081,Transect13,1724,Owikeno,228
90-100,4939,Transect1,1394,Owikeno,228
90-100,4939,Transect2,1475,Owikeno,228
90-100,4939,Transect3,1662,Owikeno,228
90-100,4939,Transect4,1551,Owikeno,228
90-100,4939,Transect5,1398,Owikeno,228
90-100,4939,Transect6,1639,Owikeno,228
90-100,4939,Transect7,1447,Owikeno,228
90-100,4939,Transect8,1828,Owikeno,228
90-100,4939,Transect9,1800,Owikeno,228
90-100,4939,Transect10,1868,Owikeno,228
90-100,4939,Transect11,2447,Owikeno,228
90-100,4939,Transect12,1461,Owikeno,228
90-100,4939,Transect13,1724,Owikeno,228
05-Feb,1960,Transect1,1841,Owikeno,229
05-Feb,1960,Transect2,1674,Owikeno,229
05-Feb,1960,Transect3,1529,Owikeno,229
05-Feb,1960,Transect4,1750,Owikeno,229
05-Feb,1960,Transect5,2040,Owikeno,229
05-Feb,1960,Transect6,1500,Owikeno,229
05-Feb,1960,Transect7,1800,Owikeno,229
05-Feb,1960,Transect8,2200,Owikeno,229
05-Mar,1960,Transect1,1841,Owikeno,229
05-Mar,1960,Transect2,1674,Owikeno,229
05-Mar,1960,Transect3,1529,Owikeno,229
05-Mar,1960,Transect4,1750,Owikeno,229
05-Mar,1960,Transect5,2040,Owikeno,229
05-Mar,1960,Transect6,1500,Owikeno,229
05-Mar,1960,Transect7,1800,Owikeno,229
05-Mar,1960,Transect8,2200,Owikeno,229
10-May,1901,Transect1,1816,Owikeno,229
10-May,1901,Transect2,1662,Owikeno,229
10-May,1901,Transect3,1504,Owikeno,229
10-May,1901,Transect4,1734,Owikeno,229
10-May,1901,Transect5,2017,Owikeno,229
10-May,1901,Transect6,1485,Owikeno,229
10-May,1901,Transect7,1795,Owikeno,229
10-May,1901,Transect8,2200,Owikeno,229
15-Oct,1825,Transect1,1792,Owikeno,229
15-Oct,1825,Transect2,1643,Owikeno,229
15-Oct,1825,Transect3,1460,Owikeno,229
15-Oct,1825,Transect4,1716,Owikeno,229
15-Oct,1825,Transect5,1994,Owikeno,229
15-Oct,1825,Transect6,1461,Owikeno,229
15-Oct,1825,Transect7,1795,Owikeno,229
15-Oct,1825,Transect8,2200,Owikeno,229
15-20,1750,Transect1,1764,Owikeno,229
15-20,1750,Transect2,1624,Owikeno,229
15-20,1750,Transect3,1430,Owikeno,229
15-20,1750,Transect4,1697,Owikeno,229
15-20,1750,Transect5,1957,Owikeno,229
15-20,1750,Transect6,1452,Owikeno,229
15-20,1750,Transect7,1787,Owikeno,229
15-20,1750,Transect8,2186,Owikeno,229
20-30,1607,Transect1,1720,Owikeno,229
20-30,1607,Transect2,1596,Owikeno,229
20-30,1607,Transect3,1400,Owikeno,229
20-30,1607,Transect4,1673,Owikeno,229
20-30,1607,Transect5,1920,Owikeno,229
20-30,1607,Transect6,1428,Owikeno,229
20-30,1607,Transect7,1770,Owikeno,229
20-30,1607,Transect8,2145,Owikeno,229
30-40,1543,Transect1,1663,Owikeno,229
30-40,1543,Transect2,1551,Owikeno,229
30-40,1543,Transect3,1365,Owikeno,229
30-40,1543,Transect4,1641,Owikeno,229
30-40,1543,Transect5,1838,Owikeno,229
30-40,1543,Transect6,1404,Owikeno,229
30-40,1543,Transect7,1716,Owikeno,229
30-40,1543,Transect8,2100,Owikeno,229
40-50,1476,Transect1,1604,Owikeno,229
40-50,1476,Transect2,1505,Owikeno,229
40-50,1476,Transect3,1334,Owikeno,229
40-50,1476,Transect4,1605,Owikeno,229
40-50,1476,Transect5,1806,Owikeno,229
40-50,1476,Transect6,1371,Owikeno,229
40-50,1476,Transect7,1691,Owikeno,229
40-50,1476,Transect8,2024,Owikeno,229
50-60,1408,Transect1,1590,Owikeno,229
50-60,1408,Transect2,1470,Owikeno,229
50-60,1408,Transect3,1279,Owikeno,229
50-60,1408,Transect4,1568,Owikeno,229
50-60,1408,Transect5,1769,Owikeno,229
50-60,1408,Transect6,1232,Owikeno,229
50-60,1408,Transect7,1653,Owikeno,229
50-60,1408,Transect8,1925,Owikeno,229
60-70,1336,Transect1,1426,Owikeno,229
60-70,1336,Transect2,1439,Owikeno,229
60-70,1336,Transect3,1222,Owikeno,229
60-70,1336,Transect4,1587,Owikeno,229
60-70,1336,Transect5,1769,Owikeno,229
60-70,1336,Transect6,1232,Owikeno,229
60-70,1336,Transect7,1653,Owikeno,229
60-70,1336,Transect8,1925,Owikeno,229
70-80,1261,Transect1,1012,Owikeno,229
70-80,1261,Transect2,1405,Owikeno,229
70-80,1261,Transect3,1179,Owikeno,229
70-80,1261,Transect4,1608,Owikeno,229
70-80,1261,Transect5,1769,Owikeno,229
70-80,1261,Transect6,1232,Owikeno,229
70-80,1261,Transect7,1653,Owikeno,229
70-80,1261,Transect8,1925,Owikeno,229
80-90,1190,Transect1,389,Owikeno,229
80-90,1190,Transect2,1367,Owikeno,229
80-90,1190,Transect3,1138,Owikeno,229
80-90,1190,Transect4,1578,Owikeno,229
80-90,1190,Transect5,1769,Owikeno,229
80-90,1190,Transect6,1232,Owikeno,229
80-90,1190,Transect7,1653,Owikeno,229
80-90,1190,Transect8,1925,Owikeno,229
90-100,1125,Transect1,0,Owikeno,229
90-100,1125,Transect2,1334,Owikeno,229
90-100,1125,Transect3,1100,Owikeno,229
90-100,1125,Transect4,1557,Owikeno,229
90-100,1125,Transect5,1769,Owikeno,229
90-100,1125,Transect6,1232,Owikeno,229
90-100,1125,Transect7,1653,Owikeno,229
90-100,1125,Transect8,1925,Owikeno,229
05-Feb,177,Transect1,691,Owikeno,230
05-Mar,177,Transect1,691,Owikeno,230
10-May,161,Transect1,682,Owikeno,230
15-Oct,143,Transect1,667,Owikeno,230
15-20,129,Transect1,655,Owikeno,230
20-30,108,Transect1,636,Owikeno,230
30-40,871,Transect1,615,Owikeno,230
40-50,73,Transect1,599,Owikeno,230
50-60,56,Transect1,574,Owikeno,230
60-70,39,Transect1,536,Owikeno,230
70-80,27,Transect1,499,Owikeno,230
05-Feb,376.3,Transect1,1034,Owikeno,231
05-Feb,376.3,Transect2,861,Owikeno,231
05-Feb,376.3,Transect3,621,Owikeno,231
05-Feb,376.3,Transect4,1300,Owikeno,231
05-Mar,376.3,Transect1,1034,Owikeno,231
05-Mar,376.3,Transect2,861,Owikeno,231
05-Mar,376.3,Transect3,621,Owikeno,231
05-Mar,376.3,Transect4,1300,Owikeno,231
10-May,357.2,Transect1,994,Owikeno,231
10-May,357.2,Transect2,849,Owikeno,231
10-May,357.2,Transect3,609,Owikeno,231
10-May,357.2,Transect4,1243,Owikeno,231
15-Oct,336.4,Transect1,972,Owikeno,231
15-Oct,336.4,Transect2,837,Owikeno,231
15-Oct,336.4,Transect3,589,Owikeno,231
15-Oct,336.4,Transect4,1206,Owikeno,231
15-20,321.5,Transect1,940,Owikeno,231
15-20,321.5,Transect2,820,Owikeno,231
15-20,321.5,Transect3,569,Owikeno,231
15-20,321.5,Transect4,1169,Owikeno,231
20-30,297.8,Transect1,882,Owikeno,231
20-30,297.8,Transect2,783,Owikeno,231
20-30,297.8,Transect3,537,Owikeno,231
20-30,297.8,Transect4,1103,Owikeno,231
30-40,264,Transect1,795,Owikeno,231
30-40,264,Transect2,709,Owikeno,231
30-40,264,Transect3,494,Owikeno,231
30-40,264,Transect4,1010,Owikeno,231
40-50,228.8,Transect1,701,Owikeno,231
40-50,228.8,Transect2,619,Owikeno,231
40-50,228.8,Transect3,450,Owikeno,231
40-50,228.8,Transect4,925,Owikeno,231
50-60,191.7,Transect1,593,Owikeno,231
50-60,191.7,Transect2,513,Owikeno,231
50-60,191.7,Transect3,410,Owikeno,231
50-60,191.7,Transect4,832,Owikeno,231
60-70,145.5,Transect1,0,Owikeno,231
60-70,145.5,Transect2,398,Owikeno,231
60-70,145.5,Transect3,366,Owikeno,231
60-70,145.5,Transect4,832,Owikeno,231
70-80,83.1,Transect1,0,Owikeno,231
70-80,83.1,Transect2,0,Owikeno,231
70-80,83.1,Transect3,295,Owikeno,231
70-80,83.1,Transect4,832,Owikeno,231
05-Feb,85,Transect1,400,PORT,110
05-Feb,85,Transect2,400,PORT,110
05-Feb,85,Transect3,330,PORT,110
05-Feb,85,Transect4,300,PORT,110
05-Feb,85,Transect5,265,PORT,110
05-Mar,85,Transect1,400,PORT,110
05-Mar,85,Transect2,400,PORT,110
05-Mar,85,Transect3,330,PORT,110
05-Mar,85,Transect4,300,PORT,110
05-Mar,85,Transect5,265,PORT,110
10-May,75,Transect1,374,PORT,110
10-May,75,Transect2,373,PORT,110
10-May,75,Transect3,315,PORT,110
10-May,75,Transect4,276,PORT,110
10-May,75,Transect5,265,PORT,110
15-Oct,67,Transect1,342,PORT,110
15-Oct,67,Transect2,345,PORT,110
15-Oct,67,Transect3,268,PORT,110
15-Oct,67,Transect4,240,PORT,110
15-Oct,67,Transect5,256,PORT,110
15-20,61,Transect1,303,PORT,110
15-20,61,Transect2,327,PORT,110
15-20,61,Transect3,207,PORT,110
15-20,61,Transect4,120,PORT,110
15-20,61,Transect5,218,PORT,110
20-30,42,Transect1,161,PORT,110
20-30,42,Transect2,209,PORT,110
20-30,42,Transect3,153,PORT,110
20-30,42,Transect4,0,PORT,110
20-30,42,Transect5,161,PORT,110
30-40,19,Transect1,0,PORT,110
30-40,19,Transect2,64,PORT,110
30-40,19,Transect3,108,PORT,110
30-40,19,Transect4,0,PORT,110
30-40,19,Transect5,0,PORT,110
40-50,13,Transect1,0,PORT,110
40-50,13,Transect2,0,PORT,110
40-50,13,Transect3,54,PORT,110
40-50,13,Transect4,0,PORT,110
40-50,13,Transect5,0,PORT,110
05-Feb,295,Transect1,850,Phillips,59
05-Feb,295,Transect2,845,Phillips,59
05-Feb,295,Transect3,870,Phillips,59
05-Feb,295,Transect4,690,Phillips,59
05-Feb,295,Transect5,580,Phillips,59
05-Feb,295,Transect6,1049,Phillips,59
05-Feb,295,Transect7,1147,Phillips,59
05-Feb,295,Transect8,1254,Phillips,59
05-Feb,295,Transect9,969,Phillips,59
05-Mar,295,Transect1,850,Phillips,59
05-Mar,295,Transect2,845,Phillips,59
05-Mar,295,Transect3,870,Phillips,59
05-Mar,295,Transect4,690,Phillips,59
05-Mar,295,Transect5,580,Phillips,59
05-Mar,295,Transect6,1049,Phillips,59
05-Mar,295,Transect7,1147,Phillips,59
05-Mar,295,Transect8,1254,Phillips,59
05-Mar,295,Transect9,969,Phillips,59
10-May,280,Transect1,835,Phillips,59
10-May,280,Transect2,835,Phillips,59
10-May,280,Transect3,865,Phillips,59
10-May,280,Transect4,665,Phillips,59
10-May,280,Transect5,560,Phillips,59
10-May,280,Transect6,1019,Phillips,59
10-May,280,Transect7,1142,Phillips,59
10-May,280,Transect8,1251,Phillips,59
10-May,280,Transect9,937,Phillips,59
15-Oct,266,Transect1,795,Phillips,59
15-Oct,266,Transect2,805,Phillips,59
15-Oct,266,Transect3,840,Phillips,59
15-Oct,266,Transect4,650,Phillips,59
15-Oct,266,Transect5,515,Phillips,59
15-Oct,266,Transect6,980,Phillips,59
15-Oct,266,Transect7,1125,Phillips,59
15-Oct,266,Transect8,1205,Phillips,59
15-Oct,266,Transect9,900,Phillips,59
15-20,255,Transect1,755,Phillips,59
15-20,255,Transect2,775,Phillips,59
15-20,255,Transect3,830,Phillips,59
15-20,255,Transect4,630,Phillips,59
15-20,255,Transect5,495,Phillips,59
15-20,255,Transect6,947,Phillips,59
15-20,255,Transect7,1102,Phillips,59
15-20,255,Transect8,1168,Phillips,59
15-20,255,Transect9,868,Phillips,59
20-30,233,Transect1,695,Phillips,59
20-30,233,Transect2,730,Phillips,59
20-30,233,Transect3,805,Phillips,59
20-30,233,Transect4,595,Phillips,59
20-30,233,Transect5,405,Phillips,59
20-30,233,Transect6,900,Phillips,59
20-30,233,Transect7,1058,Phillips,59
20-30,233,Transect8,1106,Phillips,59
20-30,233,Transect9,828,Phillips,59
30-40,199,Transect1,585,Phillips,59
30-40,199,Transect2,635,Phillips,59
30-40,199,Transect3,775,Phillips,59
30-40,199,Transect4,560,Phillips,59
30-40,199,Transect5,130,Phillips,59
30-40,199,Transect6,770,Phillips,59
30-40,199,Transect7,970,Phillips,59
30-40,199,Transect8,997,Phillips,59
30-40,199,Transect9,784,Phillips,59
40-50,167,Transect1,470,Phillips,59
40-50,167,Transect2,510,Phillips,59
40-50,167,Transect3,740,Phillips,59
40-50,167,Transect4,535,Phillips,59
40-50,167,Transect5,0,Phillips,59
40-50,167,Transect6,573,Phillips,59
40-50,167,Transect7,918,Phillips,59
40-50,167,Transect8,892,Phillips,59
40-50,167,Transect9,727,Phillips,59
05-Feb,295,Transect1,743,Phillips_2005,2005
05-Feb,295,Transect2,1059,Phillips_2005,2005
05-Feb,295,Transect3,914,Phillips_2005,2005
05-Feb,295,Transect4,1059,Phillips_2005,2005
05-Feb,295,Transect5,1000,Phillips_2005,2005
05-Feb,295,Transect6,891,Phillips_2005,2005
05-Feb,295,Transect7,1011,Phillips_2005,2005
05-Feb,295,Transect8,602,Phillips_2005,2005
05-Mar,295,Transect1,743,Phillips_2005,2005
05-Mar,295,Transect2,1059,Phillips_2005,2005
05-Mar,295,Transect3,914,Phillips_2005,2005
05-Mar,295,Transect4,1059,Phillips_2005,2005
05-Mar,295,Transect5,1000,Phillips_2005,2005
05-Mar,295,Transect6,891,Phillips_2005,2005
05-Mar,295,Transect7,1011,Phillips_2005,2005
05-Mar,295,Transect8,602,Phillips_2005,2005
10-May,280,Transect1,728,Phillips_2005,2005
10-May,280,Transect2,1055,Phillips_2005,2005
10-May,280,Transect3,901,Phillips_2005,2005
10-May,280,Transect4,1051,Phillips_2005,2005
10-May,280,Transect5,1000,Phillips_2005,2005
10-May,280,Transect6,859,Phillips_2005,2005
10-May,280,Transect7,991,Phillips_2005,2005
10-May,280,Transect8,593,Phillips_2005,2005
15-Oct,266,Transect1,688,Phillips_2005,2005
15-Oct,266,Transect2,1022,Phillips_2005,2005
15-Oct,266,Transect3,881,Phillips_2005,2005
15-Oct,266,Transect4,1040,Phillips_2005,2005
15-Oct,266,Transect5,1000,Phillips_2005,2005
15-Oct,266,Transect6,805,Phillips_2005,2005
15-Oct,266,Transect7,928,Phillips_2005,2005
15-Oct,266,Transect8,545,Phillips_2005,2005
15-20,255,Transect1,605,Phillips_2005,2005
15-20,255,Transect2,987,Phillips_2005,2005
15-20,255,Transect3,853,Phillips_2005,2005
15-20,255,Transect4,1024,Phillips_2005,2005
15-20,255,Transect5,1000,Phillips_2005,2005
15-20,255,Transect6,736,Phillips_2005,2005
15-20,255,Transect7,874,Phillips_2005,2005
15-20,255,Transect8,479,Phillips_2005,2005
20-30,233,Transect1,494,Phillips_2005,2005
20-30,233,Transect2,952,Phillips_2005,2005
20-30,233,Transect3,795,Phillips_2005,2005
20-30,233,Transect4,982,Phillips_2005,2005
20-30,233,Transect5,968,Phillips_2005,2005
20-30,233,Transect6,670,Phillips_2005,2005
20-30,233,Transect7,766,Phillips_2005,2005
20-30,233,Transect8,426,Phillips_2005,2005
30-40,199,Transect1,425,Phillips_2005,2005
30-40,199,Transect2,921,Phillips_2005,2005
30-40,199,Transect3,747,Phillips_2005,2005
30-40,199,Transect4,938,Phillips_2005,2005
30-40,199,Transect5,936,Phillips_2005,2005
30-40,199,Transect6,558,Phillips_2005,2005
30-40,199,Transect7,653,Phillips_2005,2005
30-40,199,Transect8,0,Phillips_2005,2005
40-50,167,Transect1,311,Phillips_2005,2005
40-50,167,Transect2,838,Phillips_2005,2005
40-50,167,Transect3,696,Phillips_2005,2005
40-50,167,Transect4,886,Phillips_2005,2005
40-50,167,Transect5,872,Phillips_2005,2005
40-50,167,Transect6,415,Phillips_2005,2005
40-50,167,Transect7,394,Phillips_2005,2005
40-50,167,Transect8,0,Phillips_2005,2005
05-Feb,61,Transect1,699,Power,157
05-Feb,61,Transect2,338,Power,157
05-Feb,61,Transect3,650,Power,157
05-Feb,61,Transect4,167,Power,157
05-Feb,61,Transect5,488,Power,157
05-Feb,61,Transect6,1925,Power,157
05-Mar,61,Transect1,699,Power,157
05-Mar,61,Transect2,338,Power,157
05-Mar,61,Transect3,650,Power,157
05-Mar,61,Transect4,167,Power,157
05-Mar,61,Transect5,488,Power,157
05-Mar,61,Transect6,1925,Power,157
10-May,53,Transect1,660,Power,157
10-May,53,Transect2,304,Power,157
10-May,53,Transect3,616,Power,157
10-May,53,Transect4,153,Power,157
10-May,53,Transect5,414,Power,157
10-May,53,Transect6,1837,Power,157
15-Oct,45,Transect1,592,Power,157
15-Oct,45,Transect2,239,Power,157
15-Oct,45,Transect3,569,Power,157
15-Oct,45,Transect4,135,Power,157
15-Oct,45,Transect5,333,Power,157
15-Oct,45,Transect6,1742,Power,157
15-20,38,Transect1,553,Power,157
15-20,38,Transect2,202,Power,157
15-20,38,Transect3,540,Power,157
15-20,38,Transect4,112,Power,157
15-20,38,Transect5,270,Power,157
15-20,38,Transect6,1637,Power,157
20-30,30,Transect1,504,Power,157
20-30,30,Transect2,161,Power,157
20-30,30,Transect3,498,Power,157
20-30,30,Transect4,62,Power,157
20-30,30,Transect5,0,Power,157
20-30,30,Transect6,1307,Power,157
30-40,20,Transect1,326,Power,157
30-40,20,Transect2,108,Power,157
30-40,20,Transect3,263,Power,157
30-40,20,Transect4,0,Power,157
30-40,20,Transect5,0,Power,157
30-40,20,Transect6,682,Power,157
05-Feb,119,Transect1,105,Quatse,122
05-Feb,119,Transect2,485,Quatse,122
05-Feb,119,Transect3,470,Quatse,122
05-Feb,119,Transect4,550,Quatse,122
05-Feb,119,Transect5,515,Quatse,122
05-Mar,119,Transect1,105,Quatse,122
05-Mar,119,Transect2,485,Quatse,122
05-Mar,119,Transect3,470,Quatse,122
05-Mar,119,Transect4,550,Quatse,122
05-Mar,119,Transect5,515,Quatse,122
10-May,73,Transect1,50,Quatse,122
10-May,73,Transect2,430,Quatse,122
10-May,73,Transect3,400,Quatse,122
10-May,73,Transect4,460,Quatse,122
10-May,73,Transect5,375,Quatse,122
15-Oct,36,Transect1,0,Quatse,122
15-Oct,36,Transect2,275,Quatse,122
15-Oct,36,Transect3,250,Quatse,122
15-Oct,36,Transect4,180,Quatse,122
15-Oct,36,Transect5,0,Quatse,122
15-20,10,Transect1,0,Quatse,122
15-20,10,Transect2,200,Quatse,122
15-20,10,Transect3,75,Quatse,122
15-20,10,Transect4,60,Quatse,122
15-20,10,Transect5,0,Quatse,122
05-Feb,119,Transect1,400,Quatse_2005,2005
05-Feb,119,Transect2,500,Quatse_2005,2005
05-Feb,119,Transect3,500,Quatse_2005,2005
05-Feb,119,Transect4,500,Quatse_2005,2005
05-Feb,119,Transect5,600,Quatse_2005,2005
05-Feb,119,Transect6,500,Quatse_2005,2005
05-Feb,119,Transect7,800,Quatse_2005,2005
05-Mar,119,Transect1,400,Quatse_2005,2005
05-Mar,119,Transect2,500,Quatse_2005,2005
05-Mar,119,Transect3,500,Quatse_2005,2005
05-Mar,119,Transect4,500,Quatse_2005,2005
05-Mar,119,Transect5,600,Quatse_2005,2005
05-Mar,119,Transect6,500,Quatse_2005,2005
05-Mar,119,Transect7,719,Quatse_2005,2005
10-May,73,Transect1,316,Quatse_2005,2005
10-May,73,Transect2,432,Quatse_2005,2005
10-May,73,Transect3,380,Quatse_2005,2005
10-May,73,Transect4,196,Quatse_2005,2005
10-May,73,Transect5,508,Quatse_2005,2005
10-May,73,Transect6,422,Quatse_2005,2005
10-May,73,Transect7,637,Quatse_2005,2005
15-Oct,36,Transect1,211,Quatse_2005,2005
15-Oct,36,Transect2,159,Quatse_2005,2005
15-Oct,36,Transect3,120,Quatse_2005,2005
15-Oct,36,Transect4,0,Quatse_2005,2005
15-Oct,36,Transect5,383,Quatse_2005,2005
15-Oct,36,Transect6,281,Quatse_2005,2005
15-Oct,36,Transect7,302,Quatse_2005,2005
15-20,10,Transect1,126,Quatse_2005,2005
15-20,10,Transect2,0,Quatse_2005,2005
15-20,10,Transect3,0,Quatse_2005,2005
15-20,10,Transect4,0,Quatse_2005,2005
15-20,10,Transect5,208,Quatse_2005,2005
15-20,10,Transect6,117,Quatse_2005,2005
15-20,10,Transect7,0,Quatse_2005,2005
05-Feb,466,Transect1,940,Ruby,246
05-Feb,466,Transect2,845,Ruby,246
05-Feb,466,Transect3,800,Ruby,246
05-Feb,466,Transect4,600,Ruby,246
05-Feb,466,Transect5,1200,Ruby,246
05-Feb,466,Transect6,1500,Ruby,246
05-Feb,466,Transect7,900,Ruby,246
05-Mar,466,Transect1,940,Ruby,246
05-Mar,466,Transect2,845,Ruby,246
05-Mar,466,Transect3,800,Ruby,246
05-Mar,466,Transect4,600,Ruby,246
05-Mar,466,Transect5,1200,Ruby,246
05-Mar,466,Transect6,1500,Ruby,246
05-Mar,466,Transect7,900,Ruby,246
10-May,432,Transect1,920,Ruby,246
10-May,432,Transect2,829,Ruby,246
10-May,432,Transect3,800,Ruby,246
10-May,432,Transect4,600,Ruby,246
10-May,432,Transect5,1200,Ruby,246
10-May,432,Transect6,1500,Ruby,246
10-May,432,Transect7,892,Ruby,246
15-Oct,396,Transect1,873,Ruby,246
15-Oct,396,Transect2,807,Ruby,246
15-Oct,396,Transect3,766,Ruby,246
15-Oct,396,Transect4,590,Ruby,246
15-Oct,396,Transect5,1152,Ruby,246
15-Oct,396,Transect6,1463,Ruby,246
15-Oct,396,Transect7,879,Ruby,246
15-20,376,Transect1,840,Ruby,246
15-20,376,Transect2,763,Ruby,246
15-20,376,Transect3,738,Ruby,246
15-20,376,Transect4,586,Ruby,246
15-20,376,Transect5,1064,Ruby,246
15-20,376,Transect6,1436,Ruby,246
15-20,376,Transect7,863,Ruby,246
20-30,352,Transect1,793,Ruby,246
20-30,352,Transect2,741,Ruby,246
20-30,352,Transect3,608,Ruby,246
20-30,352,Transect4,547,Ruby,246
20-30,352,Transect5,1016,Ruby,246
20-30,352,Transect6,1409,Ruby,246
20-30,352,Transect7,834,Ruby,246
30-40,317,Transect1,720,Ruby,246
30-40,317,Transect2,713,Ruby,246
30-40,317,Transect3,569,Ruby,246
30-40,317,Transect4,509,Ruby,246
30-40,317,Transect5,902,Ruby,246
30-40,317,Transect6,1377,Ruby,246
30-40,317,Transect7,805,Ruby,246
40-50,254,Transect1,520,Ruby,246
40-50,254,Transect2,675,Ruby,246
40-50,254,Transect3,530,Ruby,246
40-50,254,Transect4,394,Ruby,246
40-50,254,Transect5,867,Ruby,246
40-50,254,Transect6,1345,Ruby,246
40-50,254,Transect7,763,Ruby,246
50-60,213,Transect1,320,Ruby,246
50-60,213,Transect2,587,Ruby,246
50-60,213,Transect3,490,Ruby,246
50-60,213,Transect4,197,Ruby,246
50-60,213,Transect5,793,Ruby,246
50-60,213,Transect6,1243,Ruby,246
50-60,213,Transect7,593,Ruby,246
05-Feb,3775,Transect1,630,SPROAT,2
05-Feb,3775,Transect2,1060,SPROAT,2
05-Feb,3775,Transect3,1060,SPROAT,2
05-Feb,3775,Transect4,1650,SPROAT,2
05-Feb,3775,Transect5,1150,SPROAT,2
05-Feb,3775,Transect6,860,SPROAT,2
05-Feb,3775,Transect7,765,SPROAT,2
05-Feb,3775,Transect8,1500,SPROAT,2
05-Feb,3775,Transect9,1025,SPROAT,2
05-Feb,3775,Transect10,1540,SPROAT,2
05-Feb,3775,Transect11,1400,SPROAT,2
05-Mar,3775,Transect1,630,SPROAT,2
05-Mar,3775,Transect2,1060,SPROAT,2
05-Mar,3775,Transect3,1060,SPROAT,2
05-Mar,3775,Transect4,1650,SPROAT,2
05-Mar,3775,Transect5,1150,SPROAT,2
05-Mar,3775,Transect6,860,SPROAT,2
05-Mar,3775,Transect7,765,SPROAT,2
05-Mar,3775,Transect8,1500,SPROAT,2
05-Mar,3775,Transect9,1025,SPROAT,2
05-Mar,3775,Transect10,1540,SPROAT,2
05-Mar,3775,Transect11,1400,SPROAT,2
10-May,3725,Transect1,630,SPROAT,2
10-May,3725,Transect2,1060,SPROAT,2
10-May,3725,Transect3,1060,SPROAT,2
10-May,3725,Transect4,1650,SPROAT,2
10-May,3725,Transect5,1150,SPROAT,2
10-May,3725,Transect6,825,SPROAT,2
10-May,3725,Transect7,760,SPROAT,2
10-May,3725,Transect8,1490,SPROAT,2
10-May,3725,Transect9,1000,SPROAT,2
