source,ats_year,lake_code,survey_date,lake_all_target,lake_merged_data,notes_all_target,notes_merged_data,file_all_target,file_merged_data
C_In_Both_RAW_and_FINAL_data,1990,155,1990-08-19,"Skidegate Lk sw     processed by SM, 14May91.",Skidegate Lk sw,difference between total fish and sx-stk is sclpn.,difference between total fish and sx-stk is sclpn.,TARGET90.DAT,TARGET90.DAT
C_In_Both_RAW_and_FINAL_data,1990,156,1990-08-19,"Skidegate Lk ne     processed by SM, 14May91.",Skidegate Lk ne,difference between total fish and sx-stk are sclpns.,difference between total fish and sx-stk are sclpns.,TARGET90.DAT,TARGET90.DAT
C_In_Both_RAW_and_FINAL_data,1990,801,1990-06-22,"LongA               processed by JF/PR, Apr91.",Long Lk (A),"clr,nwmn,calm,AT14.5ST16.5degC. poor distribution of trawl effort,only 9 trawls.","clr,nwmn,calm,AT14.5ST16.5degC. poor distribution of trawl effort,only 9 trawls.",TARGET90.DAT,TARGET90.DAT
C_In_Both_RAW_and_FINAL_data,1990,801,1990-09-12,LongA               processed by PR on 04Apr91.,Long Lk (A),"30%cld,lght wnd,no mn,AT15.5ST18.0 deg C.","30%cld,lght wnd,no mn,AT15.5ST18.0 deg C.",TARGET90.DAT,TARGET90.DAT
C_In_Both_RAW_and_FINAL_data,1990,801,1991-03-11,"LongA               processed by PR, 18Apr91.",Long Lk (A),"clear, calm some target overlap between 30 & 50m. Poor distribution of trawl effort.","clear, calm some target overlap between 30 & 50m. Poor distribution of trawl effort.",TARGET90.DAT,TARGET90.DAT
C_In_Both_RAW_and_FINAL_data,1990,802,1990-09-13,"LongB               processed by JF, 04Apr91.",Long Lk (B),"clr,lghtwnd,nomn,AT17ST19.5degC.","clr,lghtwnd,nomn,AT17ST19.5degC.",TARGET90.DAT,TARGET90.DAT
C_In_Both_RAW_and_FINAL_data,1990,802,1991-03-11,"LongB               processed by PR, 18Apr91.",Long Lk (B),"calm, no moon some target overlap between 30 & 50m. Poor distribution of trawl effort.","calm, no moon some target overlap between 30 & 50m. Poor distribution of trawl effort.",TARGET90.DAT,TARGET90.DAT
C_In_Both_RAW_and_FINAL_data,1991,1,1991-07-18,"GCL                 processed by gm, 06Aug91.",Great Central Lk,"clear,calm.AT15WT17degC. 15 trawls: 93 Sx, 319 Stk.","clear,calm.AT15WT17degC. 15 trawls: 93 Sx, 319 Stk.",TARGET91.DAT,TARGET91.DAT
C_In_Both_RAW_and_FINAL_data,1991,1,1991-10-30,"GCL                 PROCESSED BY SM NOV/28,1991",Great Central Lk,"OVERCAST,DRIZZLE,WIND,AT8.5,ST13 EYM 20128","OVERCAST,DRIZZLE,WIND,AT8.5,ST13 EYM 20128",TARGET91.DAT,TARGET91.DAT
C_In_Both_RAW_and_FINAL_data,1991,1,1992-02-25,"GCL                 processed by PR, 03Mar92.",Great Central Lk,"calm, clear-fog,AT 8 ST 5 deg C. EY-M #20069.","calm, clear-fog,AT 8 ST 5 deg C. EY-M #20069.",TARGET91.DAT,TARGET91.DAT
C_In_Both_RAW_and_FINAL_data,1991,2,1991-07-19,"Sproat Lk           processed by gm, 05Aug91.",Sproat Lk,"drizzle/clear,calm,AT14.5/12WT19/19.","drizzle/clear,calm,AT14.5/12WT19/19.",TARGET91.DAT,TARGET91.DAT
C_In_Both_RAW_and_FINAL_data,1991,2,1991-10-16,Sproat Lk           counted nov28/91 sm,Sproat Lk,"clr,light nw wind,moon.5 sunset-2330,at 10.5,wt 16 False bottom effected target counts in transects 8 and 3.","clr,light nw wind,moon.5 sunset-2330,at 10.5,wt 16 False bottom effected target counts in transects 8 and 3.",TARGET91.DAT,TARGET91.DAT
C_In_Both_RAW_and_FINAL_data,1991,2,1992-02-24,"Sproat Lk           processed by PR, 03Mar92.",Sproat Lk,"calm, fog, AT 8 ST 6 deg C. EY-M #20069","calm, fog, AT 8 ST 6 deg C. EY-M #20069",TARGET91.DAT,TARGET91.DAT
C_In_Both_RAW_and_FINAL_data,1991,3,1991-06-25,"Henderson Lk        processed by PR, 02Jul91.",Henderson Lk,"90% cloud, mod. wind,AT 12 deg C. 1 surfc. trawl = 1 stk, 1 18m trawl = 1 sx. species assignment is ""best guess"".","90% cloud, mod. wind,AT 12 deg C. 1 surfc. trawl = 1 stk, 1 18m trawl = 1 sx. species assignment is ""best guess"".",TARGET91.DAT,TARGET91.DAT
C_In_Both_RAW_and_FINAL_data,1991,3,1991-10-08,Henderson Lk        counted Nov27/91 SM,Henderson Lk,"clr,slight wind,new moon, ripple,at 10.5, wt 15.0 Strong bottom noise may underestimate # of targets in transects 3,4 &6.  Adults at tr#6 obstructed small targe","clr,slight wind,new moon, ripple,at 10.5, wt 15.0 Strong bottom noise may underestimate # of targets in transects 3,4 &6.  Adults at tr#6 obstructed small targe",TARGET91.DAT,TARGET91.DAT
C_In_Both_RAW_and_FINAL_data,1991,3,1992-02-12,"Henderson Lk        processed by PR, 05Mar92.",Henderson Lk,"fog, calm, 1/3 moon, AT 7.5 ST 6 deg C. proportions based on total catch of 4 sockeye and 8 stickleback.","fog, calm, 1/3 moon, AT 7.5 ST 6 deg C. proportions based on total catch of 4 sockeye and 8 stickleback.",TARGET91.DAT,TARGET91.DAT
C_In_Both_RAW_and_FINAL_data,1991,6,1991-05-23,"Hobiton Lk          processed by SM, 23May91.",Hobiton Lk,"cloudy, rain, calm, AT 8 deg C.","cloudy, rain, calm, AT 8 deg C.",TARGET91.DAT,TARGET91.DAT
C_In_Both_RAW_and_FINAL_data,1991,6,1991-06-26,"Hobiton Lk          processed by PR, 28Jun91.",Hobiton Lk,"clear, calm, full moon.","clear, calm, full moon.",TARGET91.DAT,TARGET91.DAT
C_In_Both_RAW_and_FINAL_data,1991,6,1991-07-21,"Hobiton Lk          processed by PR, 24Jul91.",Hobiton Lk,NA,NA,TARGET91.DAT,TARGET91.DAT
C_In_Both_RAW_and_FINAL_data,1991,6,1991-07-22,"Hobiton Lk          processed by PR, 25Jul91.",Hobiton Lk,NA,NA,TARGET91.DAT,TARGET91.DAT
C_In_Both_RAW_and_FINAL_data,1991,6,1991-08-15,"Hobiton Lk          processed by PR, 05Sep91.",Hobiton Lk,NA,NA,TARGET91.DAT,TARGET91.DAT
C_In_Both_RAW_and_FINAL_data,1991,6,1991-10-10,"Hobiton Lk          processed by SM, 26Nov91.",Hobiton Lk,"clr,clm,AT13ST15degC. EY-M #20069","clr,clm,AT13ST15degC. EY-M #20069",TARGET91.DAT,TARGET91.DAT
C_In_Both_RAW_and_FINAL_data,1991,6,1992-02-18,"Hobiton Lk          processed by PR, 10Mar92.",Hobiton Lk,"70% cloud, fog, calm, rain, snow, AT 1 ST 5 deg C. EY-M #20069.","70% cloud, fog, calm, rain, snow, AT 1 ST 5 deg C. EY-M #20069.",TARGET91.DAT,TARGET91.DAT
C_In_Both_RAW_and_FINAL_data,1991,11,1991-09-08,Fred Wright Lk      counted Nov26/91 SM,Fred Wright Lk,"90%cld,slight wind,0 moon,AT 10.0 Wt 12.5, @ 0050 17 targets tran3 10-15m moved to 5-10m range","90%cld,slight wind,0 moon,AT 10.0 Wt 12.5, @ 0050 17 targets tran3 10-15m moved to 5-10m range",TARGET91.DAT,TARGET91.DAT
C_In_Both_RAW_and_FINAL_data,1991,21,1992-03-11,"Nimpkish Lk         processed by PR, 23Apr92.",Nimpkish Lk,"100-50%cld,strong SE-calm,bright 1/3mn,AT7WT6degC. EY-M #20128","100-50%cld,strong SE-calm,bright 1/3mn,AT7WT6degC. EY-M #20128",TARGET91.DAT,TARGET91.DAT
C_In_Both_RAW_and_FINAL_data,1991,22,1992-03-13,"Woss Lk             processed by PR, on 23Apr92.",Woss Lk,"clr,5/8mn,AT5WT7degC. EY-M 20128","clr,5/8mn,AT5WT7degC. EY-M 20128",TARGET91.DAT,TARGET91.DAT
C_In_Both_RAW_and_FINAL_data,1991,23,1992-03-14,"Vernon Lk           processed by PR, 23Apr92.",Vernon Lk,"100%cld,3/4mn,AT7WT6.5degC. EY-M #20128","100%cld,3/4mn,AT7WT6.5degC. EY-M #20128",TARGET91.DAT,TARGET91.DAT
C_In_Both_RAW_and_FINAL_data,1991,24,1992-03-15,"Schoen Lk           processed by PR, 23Apr92.",Schoen Lk,"ovrcst, AT 8 WT 3.5degC. EY-M #20128, no fish caught, comp based on other years","ovrcst, AT 8 WT 3.5degC. EY-M #20128, no fish caught, comp based on other years",TARGET91.DAT,TARGET91.DAT
C_In_Both_RAW_and_FINAL_data,1991,25,1991-10-22,Eden Lk             counted Nov27/91 SM,Eden Lk,"overcast,mod wind,fullmoon 1930-?,AT 4.5, WT 9.0 trace is fuzzy. targ in 50-60m range moved to 40-50m tr#1&2. Targ tr4 30-40 movedd","overcast,mod wind,fullmoon 1930-?,AT 4.5, WT 9.0 trace is fuzzy. targ in 50-60m range moved to 40-50m tr#1&2. Targ tr4 30-40 movedd",TARGET91.DAT,TARGET91.DAT
C_In_Both_RAW_and_FINAL_data,1991,26,1991-10-23,Ian Lk              counted nov27/91 SM,Ian Lk,"70%cld,li wind,rip,fmoon1930-?,AT4.0,WT9.5 tran3 30-40 targ moved to 20-30m range","70%cld,li wind,rip,fmoon1930-?,AT4.0,WT9.5 tran3 30-40 targ moved to 20-30m range",TARGET91.DAT,TARGET91.DAT
C_In_Both_RAW_and_FINAL_data,1991,27,1991-10-24,Awun Lk             counted Nov27/91 SM,Awun Lk,"10%cld,calm,fmoon1730-0300,AT 0.0, WT 7.5","10%cld,calm,fmoon1730-0300,AT 0.0, WT 7.5",TARGET91.DAT,TARGET91.DAT
C_In_Both_RAW_and_FINAL_data,1991,38,1991-09-06,"Damdochax Lk        processed by SM Nov.26,19916",Damdochax Lk,NA,NA,TARGET91.DAT,TARGET91.DAT
C_In_Both_RAW_and_FINAL_data,1991,40,1991-10-22,KCA                 COUNTED DEC4/91 SM,Kennedy Lk (Clayoquot Arm),"thin cld,nw wind,ripple,fmoon sset-?,AT 11.5,WT 14","thin cld,nw wind,ripple,fmoon sset-?,AT 11.5,WT 14",TARGET91.DAT,TARGET91.DAT
C_In_Both_RAW_and_FINAL_data,1991,41,1991-10-23,KMA                 counted Dec4/91 SM,Kennedy Lk (Main Arm),"overcast,drizzle,fmoon 0100-?,AT 9.5, WT 13.5","overcast,drizzle,fmoon 0100-?,AT 9.5, WT 13.5",TARGET91.DAT,TARGET91.DAT
C_In_Both_RAW_and_FINAL_data,1991,43,1991-08-31,Meziadin Lk         counted Nov26/91,Meziadin Lk,"70%cld,calm,2/3moon 2230-?,AT 8.0,Wt 11.0, @ 0310 Bottom noise transects 1,2,3,4 & 5.","70%cld,calm,2/3moon 2230-?,AT 8.0,Wt 11.0, @ 0310 Bottom noise transects 1,2,3,4 & 5.",TARGET91.DAT,TARGET91.DAT
C_In_Both_RAW_and_FINAL_data,1991,64,1991-09-10,"Tahltan Lk          processed by PR, 05Dec91.",Tahltan Lk,EY-M #20128.,EY-M #20128.,TARGET91.DAT,TARGET91.DAT
C_In_Both_RAW_and_FINAL_data,1991,65,1991-08-12,"Takla Lk            processed by DR, 17Jun92.",Takla Lk,"calm, clear, no moon","calm, clear, no moon",TARGET91.DAT,TARGET91.DAT
C_In_Both_RAW_and_FINAL_data,1991,67,1991-09-17,Trapper Lk          processed by pr 29May92.,Trapper Lk,"EYM #20128, ""Small""+""faded"" targets.","EYM #20128, ""Small""+""faded"" targets.",TARGET91.DAT,TARGET91.DAT
C_In_Both_RAW_and_FINAL_data,1991,69,1991-10-25,Yakoun Lk           counted Nov27/91 SM,Yakoun Lk,"clr,calm,moon.8,1730-?,AT 0.0, WT 8.0 17 targets in tran12 30-40m moved to trans12 20-30m range","clr,calm,moon.8,1730-?,AT 0.0, WT 8.0 17 targets in tran12 30-40m moved to trans12 20-30m range",TARGET91.DAT,TARGET91.DAT
C_In_Both_RAW_and_FINAL_data,1991,107,1991-06-06,"Cheewhat Lk         processed by sm, 11Jun91.",Cheewhat Lk,"overcast, breeze, ST 16 deg C.","overcast, breeze, ST 16 deg C.",TARGET91.DAT,TARGET91.DAT
C_In_Both_RAW_and_FINAL_data,1991,107,1991-07-22,"Cheewhat Lk         processed by PR, 05Sep91.",Cheewhat Lk,"clear, calm, 4/5 moon, AT 16 ST 18.5 deg C. EY-M #70005","clear, calm, 4/5 moon, AT 16 ST 18.5 deg C. EY-M #70005",TARGET91.DAT,TARGET91.DAT
C_In_Both_RAW_and_FINAL_data,1991,107,1991-10-11,"Cheewhat Lk         processed by SM, 21Nov91.",Cheewhat Lk,"fog,modbrz. EY-M #20069.","fog,modbrz. EY-M #20069.",TARGET91.DAT,TARGET91.DAT
C_In_Both_RAW_and_FINAL_data,1991,107,1992-02-19,"Cheewhat Lk         processed by PR, 05Mar92.",Cheewhat Lk,"thin fog, mod wind, full moon, AT 2.5 ST 6.5 deg C","thin fog, mod wind, full moon, AT 2.5 ST 6.5 deg C",TARGET91.DAT,TARGET91.DAT
C_In_Both_RAW_and_FINAL_data,1991,155,1991-10-29,Skidegate Lk sw     counted Nov27/91 SM,Skidegate Lk sw,"fog,calm,AT 4.0 , WT 9.0 Transects 1,2 & 3 correspond to 5,4 & 6 on survey map","fog,calm,AT 4.0 , WT 9.0 Transects 1,2 & 3 correspond to 5,4 & 6 on survey map",TARGET91.DAT,TARGET91.DAT
C_In_Both_RAW_and_FINAL_data,1991,156,1991-10-29,Skidegate Lk ne     counted Nov27/91 SM,Skidegate Lk ne,"100%cld,calm,fog, AT 4.0, WT 9.0 tran#7 62 targets in 20-30m moved to 15-20m range.","100%cld,calm,fog, AT 4.0, WT 9.0 tran#7 62 targets in 20-30m moved to 15-20m range.",TARGET91.DAT,TARGET91.DAT
C_In_Both_RAW_and_FINAL_data,1991,180,1991-08-22,Link Lk             counted Nov.26/91 SM,Link Lk,"50%cld,calm,fmoon 2200-0100,at 13.0 wt 16.5 2 sockeye/kokanee in 4 trawls.","50%cld,calm,fmoon 2200-0100,at 13.0 wt 16.5 2 sockeye/kokanee in 4 trawls.",TARGET91.DAT,TARGET91.DAT
C_In_Both_RAW_and_FINAL_data,1991,181,1991-08-24,Ellerslie Lk        counted Nov.26/91 SM,Ellerslie Lk,"overcast,wind 0-str, rip-chop,rain! at17.5 wt14.0 4 sockeye/kokanee in 3 trawls.","overcast,wind 0-str, rip-chop,rain! at17.5 wt14.0 4 sockeye/kokanee in 3 trawls.",TARGET91.DAT,TARGET91.DAT
C_In_Both_RAW_and_FINAL_data,1991,213,1991-09-07,Kwinageese Lk       counted Nov.26/91 SM,Kwinageese Lk,"Clr, Calm, 0moon, at 8.0 wt 12.0 @2249. No sockeye caught. Very few targets observed.  Probably rainbow's or dolly varden","Clr, Calm, 0moon, at 8.0 wt 12.0 @2249. No sockeye caught. Very few targets observed.  Probably rainbow's or dolly varden",TARGET91.DAT,TARGET91.DAT
C_In_Both_RAW_and_FINAL_data,1991,213,1991-09-08,Kwinageese Lk       counted Nov.26/91 SM,Kwinageese Lk,"clr,calm,0moon,at8.0, wt12.0 @2249 Large target count, probably rainbow trout or dollies.","clr,calm,0moon,at8.0, wt12.0 @2249 Large target count, probably rainbow trout or dollies.",TARGET91.DAT,TARGET91.DAT
C_In_Both_RAW_and_FINAL_data,1991,801,1992-03-04,"LongA               processed by PR, 14Apr92.",Long Lk (A),"ovrcst->clr,rain,AT.5.5,WT6.5degC.","ovrcst->clr,rain,AT.5.5,WT6.5degC.",TARGET91.DAT,TARGET91.DAT
C_In_Both_RAW_and_FINAL_data,1991,802,1992-03-04,"LongB               processed by PR, 16Apr92.",Long Lk (B),"ovrcst,rain,AT7.5,WT6.5degC.","ovrcst,rain,AT7.5,WT6.5degC.",TARGET91.DAT,TARGET91.DAT
C_In_Both_RAW_and_FINAL_data,1992,1,1992-07-15,"GCL                 processed by PR, 06Aug92.",Great Central Lk,"clear, calm EY-M #20069.","clear, calm EY-M #20069.",TARGET92.DAT,TARGET92.DAT
C_In_Both_RAW_and_FINAL_data,1992,1,1992-10-27,"GCL                 processed by PR, 30Dec92.",Great Central Lk,"ovrcst,clm,AT10STdegC. EY-M #20069.","ovrcst,clm,AT10STdegC. EY-M #20069.",TARGET92.DAT,TARGET92.DAT
C_In_Both_RAW_and_FINAL_data,1992,1,1993-02-11,"GCL                 processed by PR, 18Mar93.",Great Central Lk,"fog,calm,AT3ST3.5degC.","fog,calm,AT3ST3.5degC.",TARGET92.DAT,TARGET92.DAT
C_In_Both_RAW_and_FINAL_data,1992,1,1993-02-12,"GCL                 processed by PR, 18Mar93.",Great Central Lk,"fog,calm,AT3ST3.5degC","fog,calm,AT3ST3.5degC",TARGET92.DAT,TARGET92.DAT
C_In_Both_RAW_and_FINAL_data,1992,2,1992-07-13,"Sproat Lk           processed by PR, 11aug92.",Sproat Lk,EY-M #20069,EY-M #20069,TARGET92.DAT,TARGET92.DAT
C_In_Both_RAW_and_FINAL_data,1992,2,1992-10-26,"Sproat Lk           processed by PR, 30Dec92.",Sproat Lk,"clr-ovrcst,calm,AT11.5ST14degC. EY-M #20111.","clr-ovrcst,calm,AT11.5ST14degC. EY-M #20111.",TARGET92.DAT,TARGET92.DAT
C_In_Both_RAW_and_FINAL_data,1992,2,1993-02-10,"Sproat Lk           processed by PR, 22mar93.",Sproat Lk,"fog,calm,AT5ST5degC.","fog,calm,AT5ST5degC.",TARGET92.DAT,TARGET92.DAT
C_In_Both_RAW_and_FINAL_data,1992,3,1992-06-23,"Henderson Lk        processed by PR, 10Jul92.",Henderson Lk,"clr,clm,1/3mn@0250,AT18ST16degC. EY-M #10005","clr,clm,1/3mn@0250,AT18ST16degC. EY-M #10005",TARGET92.DAT,TARGET92.DAT
C_In_Both_RAW_and_FINAL_data,1992,3,1992-12-03,Henderson Lk        Counted Dec.10/92 SM,Henderson Lk,"clr,clm-chop,1/2moon up @1700, AT4.5,WT9.0. EY-M 20111, DAT used but batteries didn't work properly, false bottom intererence tr#4 30-40m.","clr,clm-chop,1/2moon up @1700, AT4.5,WT9.0. EY-M 20111, DAT used but batteries didn't work properly, false bottom intererence tr#4 30-40m.",TARGET92.DAT,TARGET92.DAT
C_In_Both_RAW_and_FINAL_data,1992,3,1993-02-26,Henderson Lk        Counted Mar.31/93 SM,Henderson Lk,"clr, clm, .1moon @1830-2100, at -3.0, wt +3.5 deg species assignment by strata changed","clr, clm, .1moon @1830-2100, at -3.0, wt +3.5 deg species assignment by strata changed",TARGET92.DAT,TARGET92.DAT
C_In_Both_RAW_and_FINAL_data,1992,6,1992-05-27,"Hobiton Lk          processed by PR, 08Jun92.",Hobiton Lk,"ovrcst,drizzle/fog,Nomn,AT12.5WT16degC. EYM #10005","ovrcst,drizzle/fog,Nomn,AT12.5WT16degC. EYM #10005",TARGET92.DAT,TARGET92.DAT
C_In_Both_RAW_and_FINAL_data,1992,6,1992-06-16,"Hobiton Lk          processed by PR, 19Jun92.",Hobiton Lk,sunny EY-M #10005.,sunny EY-M #10005.,TARGET92.DAT,TARGET92.DAT
C_In_Both_RAW_and_FINAL_data,1992,6,1992-06-24,"Hobiton Lk          processed by PR, 26Jun92.",Hobiton Lk,"clr,rppled,1/4mn@0130,AT15ST21degC. EYM #10005. Sounder # not recorded, assumed same as 23June, Henderson.","clr,rppled,1/4mn@0130,AT15ST21degC. EYM #10005. Sounder # not recorded, assumed same as 23June, Henderson.",TARGET92.DAT,TARGET92.DAT
C_In_Both_RAW_and_FINAL_data,1992,6,1992-08-06,"Hobiton Lk          processed by PR, 10Aug92.",Hobiton Lk,"overcast, drizzle, AT 15 ST 20 deg C. EY-M #10005. Sounder # not recorded, assumed most frequently used sounder.","overcast, drizzle, AT 15 ST 20 deg C. EY-M #10005. Sounder # not recorded, assumed most frequently used sounder.",TARGET92.DAT,TARGET92.DAT
C_In_Both_RAW_and_FINAL_data,1992,6,1992-08-07,"Hobiton Lk          Counted Aug.92, SM",Hobiton Lk,"ovrcst, light precip, AT 15.0, ST 20.0 deg.C. EY-M #10005. Sounder not recorded, assumed most frequently used sounder.","ovrcst, light precip, AT 15.0, ST 20.0 deg.C. EY-M #10005. Sounder not recorded, assumed most frequently used sounder.",TARGET92.DAT,TARGET92.DAT
C_In_Both_RAW_and_FINAL_data,1992,6,1992-08-19,Hobiton Lk          processed Aug.28/92 by SM,Hobiton Lk,"overcast, 0 precip, 0moon, calm-chop, AT 10.5, WT EYM #10005","overcast, 0 precip, 0moon, calm-chop, AT 10.5, WT EYM #10005",TARGET92.DAT,TARGET92.DAT
C_In_Both_RAW_and_FINAL_data,1992,6,1992-09-01,Hobiton Lk          Counted Sept.3/92 SM,Hobiton Lk,"@0136, 100%cld, fog, 0 precip, calm, 0moon, AT 13. EYM 20111, gain 10, 40 log scale, dynaline ON.","@0136, 100%cld, fog, 0 precip, calm, 0moon, AT 13. EYM 20111, gain 10, 40 log scale, dynaline ON.",TARGET92.DAT,TARGET92.DAT
C_In_Both_RAW_and_FINAL_data,1992,6,1992-09-02,Hobiton Lk          Counted Sept.3/92 SM,Hobiton Lk,"@0136, 100% cld, fog, 0 precip., calm, 0moon, AT 1 EYM 10005, gain 10, 40 log scale, Dynaline ON.","@0136, 100% cld, fog, 0 precip., calm, 0moon, AT 1 EYM 10005, gain 10, 40 log scale, Dynaline ON.",TARGET92.DAT,TARGET92.DAT
C_In_Both_RAW_and_FINAL_data,1992,6,1992-09-03,"Hobiton Lk          processed by PR, 18Jan92.",Hobiton Lk,EYM #10005,EYM #10005,TARGET92.DAT,TARGET92.DAT
C_In_Both_RAW_and_FINAL_data,1992,6,1992-09-04,"Hobiton Lk          processed by PR, 18Jan93.",Hobiton Lk,EY-M #20111,EY-M #20111,TARGET92.DAT,TARGET92.DAT
C_In_Both_RAW_and_FINAL_data,1992,6,1992-11-27,"Hobiton Lk          processed by PR, 08Jan92.",Hobiton Lk,"no data EY-M #20111. K. Gertken, pers. com.","no data EY-M #20111. K. Gertken, pers. com.",TARGET92.DAT,TARGET92.DAT
C_In_Both_RAW_and_FINAL_data,1992,6,1993-02-24,"Hobiton Lk          processed by SM, 02Mar93.",Hobiton Lk,"clr,clm,nwmn,AT-4ST4.5degC.","clr,clm,nwmn,AT-4ST4.5degC.",TARGET92.DAT,TARGET92.DAT
C_In_Both_RAW_and_FINAL_data,1992,21,1992-08-09,Nimpkish Lk         Counted Sept.8/92 (roll#1) and Oct.20/92 (roll#2) SM.,Nimpkish Lk,"TR8-5, ovcst, 1-2'chop, fmoon@2300, AT 14.5 WT 16. Rough conditions transects 5&6 resulted in some target separation.  TR1-4, clr, calm, fmoon@2100, AT 15.0 WT 1","TR8-5, ovcst, 1-2'chop, fmoon@2300, AT 14.5 WT 16. Rough conditions transects 5&6 resulted in some target separation.  TR1-4, clr, calm, fmoon@2100, AT 15.0 WT 1",TARGET92.DAT,TARGET92.DAT
C_In_Both_RAW_and_FINAL_data,1992,22,1992-08-12,Woss Lk             Counted Sept.9/92 SM,Woss Lk,"@0000, 10%cld, calm, Fmoon, up 2100, AT 18.0, WT 1 Complete DAT recordings, tried to integrate areas of high density.","@0000, 10%cld, calm, Fmoon, up 2100, AT 18.0, WT 1 Complete DAT recordings, tried to integrate areas of high density.",TARGET92.DAT,TARGET92.DAT
C_In_Both_RAW_and_FINAL_data,1992,23,1992-08-11,Vernon Lk           Counted Sept.8/92 SM,Vernon Lk,"@2225, 15%cld., 1-2'chop, str.-mod. N.wind, Fmoon Complete DAT recordings, tr.#4-some target distortion due to wave action.","@2225, 15%cld., 1-2'chop, str.-mod. N.wind, Fmoon Complete DAT recordings, tr.#4-some target distortion due to wave action.",TARGET92.DAT,TARGET92.DAT
C_In_Both_RAW_and_FINAL_data,1992,24,1992-08-13,Schoen Lk           counted Oct.20/92 SM,Schoen Lk,"@2320, clr, choppy, fmoon, up 2100, AT 13.0, WT 17 EY-M 10005, all fish were caught near the SW shore of transect #2.","@2320, clr, choppy, fmoon, up 2100, AT 13.0, WT 17 EY-M 10005, all fish were caught near the SW shore of transect #2.",TARGET92.DAT,TARGET92.DAT
C_In_Both_RAW_and_FINAL_data,1992,40,1993-02-10,KCA                 Counted Apr.26/93 SM,Kennedy Lk (Clayoquot Arm),"clr, clm-30cm chop, 2/3moon, AT4.0 WT 5.0 C. Dynaline ON, Log 40.","clr, clm-30cm chop, 2/3moon, AT4.0 WT 5.0 C. Dynaline ON, Log 40.",TARGET92.DAT,TARGET92.DAT
C_In_Both_RAW_and_FINAL_data,1992,41,1993-02-11,KMA                 Counted Apr.26/93 SM,Kennedy Lk (Main Arm),"clr, clm, 0moon, AT 4.0 WT 5.0 C. Tran 1,2,4,6 EY-M 20111, Tran 3,5,7 EY-M 20069; Target overlap transect 3.","clr, clm, 0moon, AT 4.0 WT 5.0 C. Tran 1,2,4,6 EY-M 20111, Tran 3,5,7 EY-M 20069; Target overlap transect 3.",TARGET92.DAT,TARGET92.DAT
C_In_Both_RAW_and_FINAL_data,1992,66,1992-08-01,Tatsamenie Lk,Tatsamenie Lk,"EY-M 454160  Counts by Paul Rankin, Boat speed fas Processed Dec 29/92","EY-M 454160  Counts by Paul Rankin, Boat speed fas Processed Dec 29/92",TARGET95.DAT,TARGET95.DAT
C_In_Both_RAW_and_FINAL_data,1992,69,1992-08-02,Yakoun Lk           Counted Feb.2/93 SM,Yakoun Lk,"clr, lt chop, 1/4 moon set 2300, at15.0 wt20.0 EY-M 20069","clr, lt chop, 1/4 moon set 2300, at15.0 wt20.0 EY-M 20069",TARGET92.DAT,TARGET92.DAT
C_In_Both_RAW_and_FINAL_data,1992,107,1992-06-17,"Cheewhat Lk         processed by PR, 23Jun92.",Cheewhat Lk,"clr,clm,fllmnup@2400,AT11.5ST18degC. EY-M #10005.","clr,clm,fllmnup@2400,AT11.5ST18degC. EY-M #10005.",TARGET92.DAT,TARGET92.DAT
C_In_Both_RAW_and_FINAL_data,1992,107,1992-08-06,"Cheewhat Lk         processed by PR, 11Aug92.",Cheewhat Lk,"overcast, drizzle, chop, AT 15, ST 19.5 deg C. EY-M #10005. Sounder # not recorded, assumed most frequently used sounder.","overcast, drizzle, chop, AT 15, ST 19.5 deg C. EY-M #10005. Sounder # not recorded, assumed most frequently used sounder.",TARGET92.DAT,TARGET92.DAT
C_In_Both_RAW_and_FINAL_data,1992,107,1992-11-30,"Cheewhat Lk         processed by PR, 08Jan92.",Cheewhat Lk,"EY-M #20111, K. Gertken pers. com. 11% of ""stickleback"">10m are sculpins.","EY-M #20111, K. Gertken pers. com. 11% of ""stickleback"">10m are sculpins.",TARGET92.DAT,TARGET92.DAT
C_In_Both_RAW_and_FINAL_data,1992,107,1993-02-23,Cheewhat Lk         processed by SM.,Cheewhat Lk,"clear,clm,AT-6ST2.5degC.","clear,clm,AT-6ST2.5degC.",TARGET92.DAT,TARGET92.DAT
C_In_Both_RAW_and_FINAL_data,1992,155,1992-08-01,Skidegate Lk sw     Counted Jan.29/93 SM,Skidegate Lk sw,"ovct, clm, 0rain, 0moon, at13.0, wt 18.0 EY-M 20069","ovct, clm, 0rain, 0moon, at13.0, wt 18.0 EY-M 20069",TARGET92.DAT,TARGET92.DAT
C_In_Both_RAW_and_FINAL_data,1992,156,1992-08-01,Skidegate Lk ne     Counted Jan.29/93 SM,Skidegate Lk ne,"ovct, clm, 0rain 0moon, at13.0 wt18.0","ovct, clm, 0rain 0moon, at13.0 wt18.0",TARGET92.DAT,TARGET92.DAT
