"ats_year","lake_code","lake_name","survey_date_trawl","interval_start","interval_end","survey_date_acoustic","source_file","match_status_acoustic","overlap_status_acoustic","count_acoustic_survey","data_note"
"1990","1","Great_Central_Lake",1990-10-17,"1990-10-10","1990-10-24",1990-10-18,"Trawl, Acoustic","MATCH","Acoustic date matches one trawl date",1,"Trawl data rescued"
"1990","1","Great_Central_Lake",1991-03-05,"1991-02-26","1991-03-12",1991-03-07,"Trawl, Acoustic","MATCH","Acoustic date matches one trawl date",1,"Trawl data rescued"
"1990","3","Henderson_Lake",1990-06-20,"1990-06-13","1990-06-27",1990-06-20,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1990","3","Henderson_Lake",1990-06-21,"1990-06-14","1990-06-28",1990-06-20,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1990","3","Henderson_Lake",1990-10-05,"1990-09-28","1990-10-12",1990-10-05,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1990","3","Henderson_Lake",1990-10-06,"1990-09-29","1990-10-13",1990-10-05,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1990","6","Hobiton_Lake",1990-06-02,"1990-05-26","1990-06-09",1990-05-29,"Trawl, Acoustic","MATCH","Acoustic date matches one trawl date",1,"Trawl data rescued"
"1990","6","Hobiton_Lake",1990-06-19,"1990-06-12","1990-06-26",1990-06-18,"Trawl, Acoustic","MATCH","Acoustic date matches one trawl date",1,"Trawl data rescued"
"1990","6","Hobiton_Lake",1990-06-26,"1990-06-19","1990-07-03",1990-06-27,"Trawl, Acoustic","MATCH","Acoustic date matches one trawl date",1,"Trawl data rescued"
"1990","6","Hobiton_Lake",1990-07-22,"1990-07-15","1990-07-29",1990-07-22,"Trawl, Acoustic","MATCH","Acoustic date matches one trawl date",1,"Trawl data rescued"
"1990","6","Hobiton_Lake",1990-08-06,"1990-07-30","1990-08-13",1990-08-06,"Trawl, Acoustic","MATCH","Acoustic date matches one trawl date",1,"Trawl data rescued"
"1990","6","Hobiton_Lake",1990-09-20,"1990-09-13","1990-09-27",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1990","6","Hobiton_Lake",1990-10-04,"1990-09-27","1990-10-11",1990-10-04,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1990","6","Hobiton_Lake",1990-10-05,"1990-09-28","1990-10-12",1990-10-04,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1990","6","Hobiton_Lake",1991-02-20,"1991-02-13","1991-02-27",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1990","6","Hobiton_Lake",1991-02-21,"1991-02-14","1991-02-28",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1990","40","Kennedy_Lake_(Clay)",1990-05-28,"1990-05-21","1990-06-04",1990-05-27,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",4,"Trawl data rescued"
"1990","40","Kennedy_Lake_(Clay)",1990-05-29,"1990-05-22","1990-06-05",1990-05-27,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",4,"Trawl data rescued"
"1990","40","Kennedy_Lake_(Clay)",1990-05-31,"1990-05-24","1990-06-07",1990-05-27,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",4,"Trawl data rescued"
"1990","40","Kennedy_Lake_(Clay)",1990-06-01,"1990-05-25","1990-06-08",1990-05-27,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",4,"Trawl data rescued"
"1990","40","Kennedy_Lake_(Clay)",1990-09-09,"1990-09-02","1990-09-16",1990-09-09,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1990","40","Kennedy_Lake_(Clay)",1990-09-10,"1990-09-03","1990-09-17",1990-09-09,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1990","40","Kennedy_Lake_(Clay)",1991-02-17,"1991-02-10","1991-02-24",1991-02-17,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1990","40","Kennedy_Lake_(Clay)",1991-02-18,"1991-02-11","1991-02-25",1991-02-17,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1990","40","Kennedy_Lake_(Clay)",NA,NA,NA,1990-07-18,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1990","41","Kennedy_Lake_(Main)",1990-05-29,"1990-05-22","1990-06-05",1990-05-29,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",4,"Trawl data rescued"
"1990","41","Kennedy_Lake_(Main)",1990-05-30,"1990-05-23","1990-06-06",1990-05-29,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",4,"Trawl data rescued"
"1990","41","Kennedy_Lake_(Main)",1990-05-31,"1990-05-24","1990-06-07",1990-05-29,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",4,"Trawl data rescued"
"1990","41","Kennedy_Lake_(Main)",1990-06-01,"1990-05-25","1990-06-08",1990-05-29,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",4,"Trawl data rescued"
"1990","41","Kennedy_Lake_(Main)",1990-07-19,"1990-07-12","1990-07-26",1990-07-19,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1990","41","Kennedy_Lake_(Main)",1990-07-20,"1990-07-13","1990-07-27",1990-07-19,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1990","41","Kennedy_Lake_(Main)",1990-09-07,"1990-08-31","1990-09-14",1990-09-07,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",3,"Trawl data rescued"
"1990","41","Kennedy_Lake_(Main)",1990-09-08,"1990-09-01","1990-09-15",1990-09-07,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",3,"Trawl data rescued"
"1990","41","Kennedy_Lake_(Main)",1990-09-09,"1990-09-02","1990-09-16",1990-09-07,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",3,"Trawl data rescued"
"1990","41","Kennedy_Lake_(Main)",1991-02-15,"1991-02-08","1991-02-22",1991-02-15,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",3,"Trawl data rescued"
"1990","41","Kennedy_Lake_(Main)",1991-02-16,"1991-02-09","1991-02-23",1991-02-15,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",3,"Trawl data rescued"
"1990","41","Kennedy_Lake_(Main)",1991-02-17,"1991-02-10","1991-02-24",1991-02-15,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",3,"Trawl data rescued"
"1990","8","Long_Lake",1991-03-10,"1991-03-03","1991-03-17",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1990","8","Long_Lake",1991-03-11,"1991-03-04","1991-03-18",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1990","8","Long_Lake",1991-03-12,"1991-03-05","1991-03-19",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1990","801","Long_Lake_(A)",1990-06-23,"1990-06-16","1990-06-30",1990-06-22,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1990","801","Long_Lake_(A)",1990-06-24,"1990-06-17","1990-07-01",1990-06-22,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1990","801","Long_Lake_(A)",1990-09-12,"1990-09-05","1990-09-19",1990-09-12,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",3,"Trawl data rescued"
"1990","801","Long_Lake_(A)",1990-09-13,"1990-09-06","1990-09-20",1990-09-12,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",3,"Trawl data rescued"
"1990","801","Long_Lake_(A)",1990-09-14,"1990-09-07","1990-09-21",1990-09-12,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",3,"Trawl data rescued"
"1990","801","Long_Lake_(A)",1991-03-10,"1991-03-03","1991-03-17",1991-03-11,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1990","801","Long_Lake_(A)",1991-03-11,"1991-03-04","1991-03-18",1991-03-11,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1990","802","Long_Lake_(B)",1990-06-22,"1990-06-15","1990-06-29",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1990","802","Long_Lake_(B)",1990-06-23,"1990-06-16","1990-06-30",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1990","802","Long_Lake_(B)",1990-09-13,"1990-09-06","1990-09-20",1990-09-13,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1990","802","Long_Lake_(B)",1990-09-14,"1990-09-07","1990-09-21",1990-09-13,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1990","802","Long_Lake_(B)",1991-03-11,"1991-03-04","1991-03-18",1991-03-11,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1990","802","Long_Lake_(B)",1991-03-12,"1991-03-05","1991-03-19",1991-03-11,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1990","44","Muriel_Lake",1990-05-26,"1990-05-19","1990-06-02",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1990","44","Muriel_Lake",1990-07-21,"1990-07-14","1990-07-28",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1990","44","Muriel_Lake",1990-07-22,"1990-07-15","1990-07-29",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1990","44","Muriel_Lake",1990-09-10,"1990-09-03","1990-09-17",1990-09-10,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1990","44","Muriel_Lake",1990-09-11,"1990-09-04","1990-09-18",1990-09-10,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1990","44","Muriel_Lake",1991-02-19,"1991-02-12","1991-02-26",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1990","44","Muriel_Lake",NA,NA,NA,1990-04-26,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1990","21","Nimpkish_Lake",1990-08-24,"1990-08-17","1990-08-31",1990-08-24,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",3,"Trawl data rescued"
"1990","21","Nimpkish_Lake",1990-08-25,"1990-08-18","1990-09-01",1990-08-24,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",3,"Trawl data rescued"
"1990","21","Nimpkish_Lake",1990-08-26,"1990-08-19","1990-09-02",1990-08-24,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",3,"Trawl data rescued"
"1990","18","Owikeno_Lake",1990-08-09,"1990-08-02","1990-08-16",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1990","18","Owikeno_Lake",1990-08-10,"1990-08-03","1990-08-17",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1990","18","Owikeno_Lake",1990-08-11,"1990-08-04","1990-08-18",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1990","18","Owikeno_Lake",1990-08-12,"1990-08-05","1990-08-19",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1990","18","Owikeno_Lake",1991-03-12,"1991-03-05","1991-03-19",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1990","18","Owikeno_Lake",1991-03-13,"1991-03-06","1991-03-20",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1990","18","Owikeno_Lake",1991-03-14,"1991-03-07","1991-03-21",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1990","18","Owikeno_Lake",1991-03-15,"1991-03-08","1991-03-22",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1990","62","Skidegate_Lake",1990-08-20,"1990-08-13","1990-08-27",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1990","62","Skidegate_Lake",1990-08-21,"1990-08-14","1990-08-28",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1990","156","Skidegate_Lake_NE",NA,NA,NA,1990-08-19,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1990","155","Skidegate_Lake_SW",NA,NA,NA,1990-08-19,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1990","2","Sproat_Lake",1990-06-11,"1990-06-04","1990-06-18",1990-06-11,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",3,"Trawl data rescued"
"1990","2","Sproat_Lake",1990-06-11,"1990-06-04","1990-06-18",1990-06-12,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",3,"Trawl data rescued"
"1990","2","Sproat_Lake",1990-06-11,"1990-06-04","1990-06-18",1990-06-13,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",3,"Trawl data rescued"
"1990","2","Sproat_Lake",1990-06-12,"1990-06-05","1990-06-19",1990-06-11,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",3,"Trawl data rescued"
"1990","2","Sproat_Lake",1990-06-12,"1990-06-05","1990-06-19",1990-06-12,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",3,"Trawl data rescued"
"1990","2","Sproat_Lake",1990-06-12,"1990-06-05","1990-06-19",1990-06-13,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",3,"Trawl data rescued"
"1990","2","Sproat_Lake",1990-06-13,"1990-06-06","1990-06-20",1990-06-11,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",3,"Trawl data rescued"
"1990","2","Sproat_Lake",1990-06-13,"1990-06-06","1990-06-20",1990-06-12,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",3,"Trawl data rescued"
"1990","2","Sproat_Lake",1990-06-13,"1990-06-06","1990-06-20",1990-06-13,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",3,"Trawl data rescued"
"1990","2","Sproat_Lake",1990-10-15,"1990-10-08","1990-10-22",1990-10-15,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",3,"Trawl data rescued"
"1990","2","Sproat_Lake",1990-10-15,"1990-10-08","1990-10-22",1990-10-16,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",3,"Trawl data rescued"
"1990","2","Sproat_Lake",1990-10-15,"1990-10-08","1990-10-22",1990-10-17,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",3,"Trawl data rescued"
"1990","2","Sproat_Lake",1990-10-15,"1990-10-08","1990-10-22",1990-10-18,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",3,"Trawl data rescued"
"1990","2","Sproat_Lake",1990-10-16,"1990-10-09","1990-10-23",1990-10-15,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",3,"Trawl data rescued"
"1990","2","Sproat_Lake",1990-10-16,"1990-10-09","1990-10-23",1990-10-16,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",3,"Trawl data rescued"
"1990","2","Sproat_Lake",1990-10-16,"1990-10-09","1990-10-23",1990-10-17,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",3,"Trawl data rescued"
"1990","2","Sproat_Lake",1990-10-16,"1990-10-09","1990-10-23",1990-10-18,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",3,"Trawl data rescued"
"1990","2","Sproat_Lake",1990-10-17,"1990-10-10","1990-10-24",1990-10-15,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",3,"Trawl data rescued"
"1990","2","Sproat_Lake",1990-10-17,"1990-10-10","1990-10-24",1990-10-16,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",3,"Trawl data rescued"
"1990","2","Sproat_Lake",1990-10-17,"1990-10-10","1990-10-24",1990-10-17,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",3,"Trawl data rescued"
"1990","2","Sproat_Lake",1990-10-17,"1990-10-10","1990-10-24",1990-10-18,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",3,"Trawl data rescued"
"1990","2","Sproat_Lake",NA,NA,NA,1991-02-06,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1990","2","Sproat_Lake",NA,NA,NA,1991-02-09,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1990","23","Vernon_Lake",1990-09-18,"1990-09-11","1990-09-25",1990-09-19,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1990","23","Vernon_Lake",1990-09-19,"1990-09-12","1990-09-26",1990-09-19,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1990","22","Woss_Lake",1990-08-23,"1990-08-16","1990-08-30",1990-08-23,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1990","22","Woss_Lake",1990-08-24,"1990-08-17","1990-08-31",1990-08-23,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1990","69","Yakoun_Lake",1990-08-18,"1990-08-11","1990-08-25",1990-08-17,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1990","69","Yakoun_Lake",1990-08-19,"1990-08-12","1990-08-26",1990-08-17,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1991","27","Awun_Lake",NA,NA,NA,1991-10-24,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1991","35","Bowser_Lake",1991-09-01,"1991-08-25","1991-09-08",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1991","35","Bowser_Lake",1991-09-02,"1991-08-26","1991-09-09",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1991","107","Cheewhat_Lake",1991-07-23,"1991-07-16","1991-07-30",1991-07-22,"Trawl, Acoustic","MATCH","Acoustic date matches one trawl date",1,"Trawl data rescued"
"1991","107","Cheewhat_Lake",1991-10-11,"1991-10-04","1991-10-18",1991-10-11,"Trawl, Acoustic","MATCH","Acoustic date matches one trawl date",1,"Trawl data rescued"
"1991","107","Cheewhat_Lake",1992-02-19,"1992-02-12","1992-02-26",1992-02-19,"Trawl, Acoustic","MATCH","Acoustic date matches one trawl date",1,"Trawl data rescued"
"1991","107","Cheewhat_Lake",NA,NA,NA,1991-06-06,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1991","38","Damdochax_Lake",1991-09-06,"1991-08-30","1991-09-13",1991-09-06,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1991","38","Damdochax_Lake",1991-09-07,"1991-08-31","1991-09-14",1991-09-06,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1991","25","Eden_Lake",NA,NA,NA,1991-10-22,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1991","181","Ellerslie_Lake",1991-08-24,"1991-08-17","1991-08-31",1991-08-24,"Trawl, Acoustic","MATCH","Acoustic date matches one trawl date",1,"Trawl data rescued"
"1991","11","Fred_Wright_Lake",1991-09-08,"1991-09-01","1991-09-15",1991-09-08,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1991","11","Fred_Wright_Lake",1991-09-09,"1991-09-02","1991-09-16",1991-09-08,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1991","1","Great_Central_Lake",1991-07-17,"1991-07-10","1991-07-24",1991-07-18,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",3,"Trawl data rescued"
"1991","1","Great_Central_Lake",1991-07-18,"1991-07-11","1991-07-25",1991-07-18,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",3,"Trawl data rescued"
"1991","1","Great_Central_Lake",1991-07-19,"1991-07-12","1991-07-26",1991-07-18,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",3,"Trawl data rescued"
"1991","1","Great_Central_Lake",1991-10-30,"1991-10-23","1991-11-06",1991-10-30,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1991","1","Great_Central_Lake",1991-10-31,"1991-10-24","1991-11-07",1991-10-30,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1991","1","Great_Central_Lake",1992-02-25,"1992-02-18","1992-03-03",1992-02-25,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1991","1","Great_Central_Lake",1992-02-26,"1992-02-19","1992-03-04",1992-02-25,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1991","3","Henderson_Lake",1991-06-26,"1991-06-19","1991-07-03",1991-06-25,"Trawl, Acoustic","MATCH","Acoustic date matches one trawl date",1,"Trawl data rescued"
"1991","3","Henderson_Lake",1991-10-08,"1991-10-01","1991-10-15",1991-10-08,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1991","3","Henderson_Lake",1991-10-09,"1991-10-02","1991-10-16",1991-10-08,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1991","3","Henderson_Lake",1992-02-12,"1992-02-05","1992-02-19",1992-02-12,"Trawl, Acoustic","MATCH","Acoustic date matches one trawl date",1,"Trawl data rescued"
"1991","6","Hobiton_Lake",1991-05-24,"1991-05-17","1991-05-31",1991-05-23,"Trawl, Acoustic","MATCH","Acoustic date matches one trawl date",1,"Trawl data rescued"
